5	54721535	54721646	+	19	0	18	54721591
5	54722594	54722830	+	52	10	36	54722703
5	54726354	54726505	+	44	0	29	54726415
5	54728044	54728231	-	4	62	43	54728141
5	54728715	54728929	+	62	0	35	54728811
5	54731601	54731739	+	35	1	22	54731659
5	54733043	54733214	+	62	0	41	54733172
5	54738770	54738877	+	21	1	15	54738832
5	54741491	54741687	-	0	64	46	54741583
5	54744422	54744684	-	0	52	21	54744511
5	54747496	54747712	-	0	45	30	54747582
5	54749009	54749109	-	0	18	15	54749045
5	54754441	54754636	+	30	0	19	54754537
5	54760188	54760396	-	0	53	34	54760294
5	54760979	54761104	-	0	22	15	54761039
5	54764363	54764493	-	1	32	28	54764429
5	54769921	54770116	-	0	99	69	54770020
5	54770851	54771082	-	1	155	96	54770950
5	54772002	54772311	-	0	99	53	54772224
5	54773361	54773525	-	0	59	39	54773439
5	54774982	54775250	-	1	60	25	54775052
5	54781412	54781579	-	0	38	26	54781483
5	54786092	54786264	-	0	48	32	54786167
5	54789443	54789594	+	47	0	32	54789533
5	54790473	54790700	+	88	2	56	54790570
5	54791794	54791979	-	0	50	30	54791875
5	54793328	54793551	-	0	85	49	54793426
5	54796077	54796194	-	0	30	27	54796140
5	54800046	54800207	+	33	1	23	54800125
5	54803826	54803972	-	0	32	18	54803875
5	54805432	54805625	-	1	50	31	54805511
5	54807560	54807733	-	2	44	20	54807669
5	54809220	54809537	-	0	78	30	54809278
5	54811762	54811929	-	0	57	37	54811848
5	54813105	54813442	-	0	103	43	54813193
5	54814408	54814620	-	0	84	47	54814490
5	54819026	54819184	-	0	33	20	54819091
5	54822455	54822676	+	33	0	18	54822588
5	54828139	54828334	-	0	37	26	54828229
5	54829358	54829458	-	0	12	9	54829431
5	54919188	54919397	-	0	25	17	54919304
5	54928933	54929133	-	0	31	19	54929011
5	54935920	54936090	-	0	29	19	54936005
5	54940366	54940488	-	1	22	17	54940404
5	54943098	54943313	-	0	51	27	54943226
5	54947300	54947537	-	0	47	25	54947440
5	54952813	54953129	-	0	69	29	54952890
5	54953470	54953582	-	0	28	22	54953521
5	54956957	54957206	+	159	1	101	54957092
5	54958771	54959057	+	358	1	210	54958948
5	54963565	54963844	-	6	113	58	54963683
5	54964329	54964533	-	1	64	38	54964424
5	54967450	54967603	-	1	63	40	54967549
5	54969651	54969947	-	0	131	74	54969737
5	54974106	54974238	-	3	35	28	54974155
5	54974616	54974908	-	0	90	35	54974706
5	54975183	54975327	-	0	46	34	54975230
5	54975545	54975687	-	0	47	37	54975604
5	54981587	54981735	-	0	31	19	54981668
5	54982579	54982794	-	1	64	47	54982643
5	54984314	54984526	-	5	54	34	54984365
5	54993195	54993559	-	1	460	278	54993327
5	54998408	54998508	-	0	14	10	54998444
5	54998766	54998963	-	0	18	11	54998818
